date,price,market_cap,volume,token,name,tvl_usd,volume_to_marketcap,price_change_%,market_cap_trend,tvl_trend,year,month,quarter,month_name
2024-06-18,0.0158054434565768,194234533.4454597,7055193.658549476,one,Harmony,2415190,0.0363230653859528,-8.847060104034288,-8.937371036866903,-1.6303637272275906,2024,6,2,June
2024-06-19,0.0148607052287544,182284520.61502337,11646617.53060082,one,Harmony,2227486,0.0638925208312007,-5.977296558732426,-6.152362619797403,-7.771810913427101,2024,6,2,June
2024-06-20,0.0150964684869685,185536160.7573917,7253695.179410417,one,Harmony,2212288,0.0390958568389015,1.5864876840291142,1.7838268062462692,-0.6822938505561926,2024,6,2,June
2024-06-21,0.0153122367724999,188597479.9534237,6162124.4047277225,one,Harmony,1874792,0.0326734185751025,1.4292633122624077,1.6499852015559702,-15.25551826886915,2024,6,2,June
2024-06-22,0.015190497551511,186853832.843078,5581695.54206424,one,Harmony,2347916,0.0298719884796359,-0.7950453143960701,-0.9245336209032784,25.236079522421683,2024,6,2,June
2024-06-23,0.015072111998549,185362512.55484343,2992966.289328289,one,Harmony,2269352,0.0161465565398114,-0.7793395348674959,-0.7981213259280362,-3.3461163005831573,2024,6,2,June
2024-06-24,0.0146991508509438,180792465.6094784,2916511.7735321485,one,Harmony,1806441,0.0161318214434442,-2.474511519295264,-2.4654645010883325,-20.398378039193567,2024,6,2,June
2024-06-25,0.0151060499571267,185715509.6215089,6061642.964563712,one,Harmony,2267833,0.032639400860582,2.7681810351432024,2.723036048783456,25.54149291341372,2024,6,2,June
2024-06-26,0.0152375608004137,187186870.65855125,3321012.354779027,one,Harmony,2324208,0.0177416949334919,0.8705839293547735,0.7922661063908931,2.4858532352249885,2024,6,2,June
2024-06-27,0.0147320421967539,181304510.8165536,3502600.6501501724,one,Harmony,1825173,0.0193188831010065,-3.3175821923290827,-3.142506641252474,-21.4711850230272,2024,6,2,June
2024-06-28,0.0150054702684641,184666540.99376312,3694264.1265402255,one,Harmony,1804652,0.0200050540106504,1.8560092895368865,1.8543555050382965,-1.124331775672771,2024,6,2,June
2024-06-29,0.0145532008189178,179046800.63307443,3365750.757952697,one,Harmony,1738296,0.0187981619668827,-3.014030493245423,-3.043182771739084,-3.6769415931714233,2024,6,2,June
2024-06-30,0.014178933262454,174416188.74425247,2290291.572519656,one,Harmony,1825900,0.0131311868984703,-2.5717198650707984,-2.586257823345084,5.03964802312149,2024,6,2,June
2024-07-01,0.0148532537521164,182600778.2802989,3326346.510677746,one,Harmony,1850348,0.0182164968956029,4.7557914067343,4.692562998293437,1.338956131222968,2024,7,3,July
2024-07-02,0.014456613953538,177781753.7203259,3477230.978867105,one,Harmony,1850735,0.0195589868257079,-2.6703899710989187,-2.6391040637163243,0.0209149846407186,2024,7,3,July
2024-07-03,0.0143889523434332,176794663.55990762,2827683.915826447,one,Harmony,1882853,0.0159941700664979,-0.4680322122612046,-0.5552257977897379,1.7354186309763486,2024,7,3,July
2024-07-04,0.0134240235887731,165078750.89795902,4051841.430502448,one,Harmony,2222139,0.0245448999853835,-6.706038991785701,-6.626847454577501,18.01978168237244,2024,7,3,July
2024-07-05,0.0120384362436098,148488183.46488842,5302613.266918136,one,Harmony,2118731,0.0357106750394855,-10.321699272952037,-10.050092663546872,-4.653534274858595,2024,7,3,July
2024-07-06,0.0119524748125334,146933484.26250976,9017534.009047829,one,Harmony,1663336,0.0613715386544376,-0.7140581163271986,-1.0470188038540384,-21.493762067954822,2024,7,3,July
2024-07-07,0.0131256415238066,161295878.33471295,3587826.9211022467,one,Harmony,2263165,0.0222437607094768,9.815261940924414,9.774759064818394,36.06180591293642,2024,7,3,July
