date,token,name,is_seasonal_outlier_price,is_seasonal_outlier_market_cap,is_seasonal_outlier_volume,is_seasonal_outlier_volume_to_marketcap,trend_score,price_volatility,pca_1,is_healthy
2024-07-18,kava,Kava,0,0,0,0,-4.42347717745617,0.023370193673173213,298927700.9535948,0
2024-07-20,kava,Kava,0,0,0,0,4.5807557884188,0.018426668914002145,310532353.2735486,1
2024-07-21,kava,Kava,0,0,0,0,7.876031114790793,0.019948233417090625,312906255.6690812,1
2024-07-22,kava,Kava,0,0,0,0,3.136959857836863,0.019138555198625118,319432132.8845782,1
2024-07-23,kava,Kava,0,0,0,0,-10.633890795589117,0.028491807511238657,298972311.0003612,1
2024-07-24,kava,Kava,0,0,0,0,-0.04723834038035113,0.02337691631587424,298146795.36867297,0
2024-07-25,kava,Kava,0,0,0,0,-15.915832567152677,0.0242956806492156,280555369.07024825,0
2024-07-26,kava,Kava,0,0,0,0,3.8714490170601024,0.02448949530528986,276101792.02219987,0
2024-07-28,kava,Kava,0,0,0,0,22.875335538294593,0.043679905849676966,315912823.0484717,1
2024-07-29,kava,Kava,0,0,0,0,-9.33422077891153,0.045434898521532874,299817719.664284,0
2024-07-30,kava,Kava,0,0,0,0,1.5271460504152623,0.04493862760015413,301821971.39092493,0
2024-07-31,kava,Kava,0,0,0,0,-14.350278458073173,0.04321330257497358,284989505.35607076,0
2024-08-02,kava,Kava,0,0,0,0,-13.942778279116709,0.047178733713491336,261734437.75452307,0
2024-08-04,kava,Kava,0,0,0,0,-25.12514701101357,0.06463751115846612,212228667.05005023,0
2024-08-05,kava,Kava,0,0,0,0,-17.313564438245542,0.06718517919313301,185892797.40951988,0
2024-08-06,kava,Kava,0,0,0,0,-25.584438320463764,0.042959063545398544,154734325.3801017,0
2024-08-07,kava,Kava,0,0,0,0,18.75955922344623,0.06293609257796226,174997077.00783738,0
2024-08-09,kava,Kava,0,0,0,0,16.524927273377344,0.08045544321310287,202978485.31013623,0
2024-08-10,kava,Kava,0,0,0,0,7.431397771205939,0.08161325744493814,207313273.87458745,0
2024-08-11,kava,Kava,0,0,0,0,10.164566015224775,0.0823483357539792,216770392.16239288,0
2024-08-12,kava,Kava,0,0,0,0,-23.48341676245491,0.07266164428171071,186884183.0834321,0
2024-08-13,kava,Kava,0,0,0,0,13.000921801400022,0.06960816192147459,206248672.8559747,1
2024-08-14,kava,Kava,0,0,0,0,-1.7706624987038238,0.053668805908818146,209513791.9995018,1
2024-08-15,kava,Kava,0,0,0,0,-7.4940043798485405,0.053933429988528556,199292746.6205705,0
2024-08-17,kava,Kava,0,0,0,0,-4.2473538800903325,0.045305546761665746,184383771.7448279,0
2024-08-19,kava,Kava,0,0,0,0,4.112273702841818,0.04594311567849965,189714902.58269134,0
2024-08-20,kava,Kava,0,0,0,0,8.661339171637383,0.04820916207709958,203077701.1603587,0
2024-08-21,kava,Kava,0,0,0,0,0.7377528041817571,0.037331121348606645,209886530.0880352,0
2024-08-23,kava,Kava,0,0,0,0,8.167482105910363,0.03388835895792738,221955927.44036308,0
2024-08-24,kava,Kava,0,0,0,0,21.224537836175283,0.038577543390301894,247084109.1917607,1
2024-08-25,kava,Kava,0,0,0,0,1.7763930590321775,0.0343110222034035,250651734.07798043,1
2024-08-26,kava,Kava,0,0,0,0,-8.985350824736237,0.02482507908260551,240836680.14473346,1
2024-08-27,kava,Kava,0,0,0,0,-11.21350558614854,0.03721436192067422,222393941.97994646,1
2024-08-28,kava,Kava,0,0,0,0,-15.854488121276612,0.049176575134587626,193307261.2794473,0
2024-09-01,kava,Kava,0,0,0,0,-9.625041437660187,0.04869758026597794,179963063.8887097,0
2024-09-02,kava,Kava,0,0,0,0,-11.116621629685575,0.04572243122294107,163948322.29958525,0
2024-09-03,kava,Kava,0,0,0,0,10.509608598959952,0.04386393166685891,179463122.50286546,0
2024-09-04,kava,Kava,0,0,0,0,-16.002958314098734,0.041228495294244626,162068608.72018406,0
2024-09-06,kava,Kava,0,0,0,0,0.8215981649118298,0.04220012897985567,158975303.44470116,0
2024-09-07,kava,Kava,0,0,0,0,-9.127805536783073,0.04156676660003119,148904585.75037286,0
2024-09-08,kava,Kava,0,0,0,0,2.575616858050478,0.036474742413328355,151347842.6789225,0
2024-09-09,kava,Kava,0,0,0,0,0.9232786079138471,0.03850647213173262,157686861.7944707,0
2024-09-10,kava,Kava,0,0,0,0,14.8995056721531,0.038546296790851524,173728367.12293866,0
2024-09-13,kava,Kava,0,0,0,0,11.258755288443645,0.03777512836946364,188528134.34944448,0
2024-09-14,kava,Kava,0,0,0,0,8.476177011169096,0.027777593596679674,195092706.5391017,1
2024-09-16,kava,Kava,0,0,0,0,-14.317271709614598,0.0358377555925065,177144145.01348755,1
2024-09-17,kava,Kava,0,0,0,0,-8.082860699162175,0.03550076603358634,168534858.4078851,1
2024-09-18,kava,Kava,0,0,0,0,8.377504040282657,0.03658311010453222,178874179.26110867,1
2024-09-20,kava,Kava,0,0,1,1,65.27200761262912,0.10526526754676507,272942768.6883217,1
2024-09-22,kava,Kava,0,0,0,0,2.590846884141418,0.10644950100849201,272988248.15053475,1
2024-09-24,kava,Kava,0,0,0,0,-9.464270416086883,0.11050612332310811,256668905.59608844,1
2024-09-25,kava,Kava,0,0,0,0,6.871187565391512,0.11031791055115857,265219710.15843168,1
2024-09-26,kava,Kava,0,0,0,0,-3.4335587448500293,0.10695574133736757,259332529.18544737,1
2024-09-27,kava,Kava,0,0,0,0,2.194789870826719,0.10395124055468095,267170761.1984425,1
2024-09-28,kava,Kava,0,0,0,0,7.45994012824629,0.10404011421627535,279033692.9390923,1
2024-09-29,kava,Kava,0,0,0,0,3.8439717440162946,0.022527760842436104,282819209.5465667,1
2024-10-01,kava,Kava,0,0,0,0,-22.960557421205497,0.04485020613661191,240779493.92795715,0
2024-10-02,kava,Kava,0,0,0,0,-21.368746932924363,0.050272429648713965,211522281.02100787,0
2024-10-04,kava,Kava,0,0,0,0,-15.70703796877182,0.05156383915897778,184960966.48778132,0
2024-10-05,kava,Kava,0,0,0,0,18.214748770623615,0.06601742868842883,211074685.8921568,0
2024-10-06,kava,Kava,0,0,0,0,-2.3083968021609502,0.06422227768454504,206532633.25303367,0
2024-10-07,kava,Kava,0,0,0,0,3.878740315748919,0.06571425579180826,218159828.00204602,0
2024-10-08,kava,Kava,0,0,0,0,-3.879851666060352,0.06467981402202432,211298731.09129873,0
2024-10-09,kava,Kava,0,0,1,0,-2.9556619057608313,0.05549807864829885,206445535.45141795,0
2024-10-10,kava,Kava,0,0,0,0,-1.572201750829949,0.04826071206185934,203976681.51998225,0
2024-10-11,kava,Kava,0,0,0,0,-4.578545322821858,0.03817040647429953,197754129.0457317,0
2024-10-12,kava,Kava,0,0,1,0,14.032844537494027,0.03363745713606678,220800652.5640553,0
2024-10-13,kava,Kava,0,0,0,0,4.041040233651749,0.03273961194365356,224643193.0230321,0
2024-10-14,kava,Kava,0,0,0,0,-1.4984957335834492,0.030850121330704364,217477298.36145893,0
2024-10-15,kava,Kava,0,0,0,0,9.324425151636529,0.03541097410707775,236438969.1045743,1
2024-10-16,kava,Kava,0,0,1,0,13.689539366074243,0.03638265161438986,260304674.50154987,1
2024-10-18,kava,Kava,0,0,0,0,-6.323886822423708,0.04453475785805902,239892939.8551797,1
2024-10-19,kava,Kava,0,0,0,0,0.8577354110022251,0.04267433460307386,244725198.08323243,1
2024-10-20,kava,Kava,0,0,0,0,2.271348679789753,0.03762546666952904,247812306.46273676,1
2024-10-21,kava,Kava,0,0,0,0,9.555994886211682,0.03925586609301314,264816878.0065774,1
2024-10-23,kava,Kava,0,0,0,0,-14.17519080010764,0.045048257632069016,241855417.5780917,1
2024-10-24,kava,Kava,0,0,0,0,-9.892362800375599,0.04389920115614842,225829484.27337506,0
2024-10-25,kava,Kava,0,0,0,0,2.0480795608916136,0.03655872298306646,227970585.9045374,0
2024-10-30,kava,Kava,0,0,0,0,0.5278603743304577,0.03228905457351692,226178772.0397251,0
2024-10-31,kava,Kava,0,0,0,0,1.98406985912436,0.031527859375129606,229282681.3270903,0
2024-11-01,kava,Kava,0,0,0,0,-16.37025407735434,0.0382428148810701,203170270.16210368,0
2024-11-02,kava,Kava,0,0,0,0,-6.623433002116796,0.029277652230737767,196687532.2403653,0
2024-11-03,kava,Kava,0,0,0,0,-3.4363936952232055,0.026994326046053046,191438905.55965456,0
2024-11-04,kava,Kava,0,0,0,0,-9.466042349853588,0.02654902381018618,178934006.9858214,0
2024-11-05,kava,Kava,0,0,0,0,-7.719140781025635,0.024852951350350247,166618167.16198638,0
2024-11-06,kava,Kava,0,0,0,0,13.873608924226222,0.03987581558591202,184920375.08895323,0
2024-11-07,kava,Kava,0,0,0,0,25.8405147644202,0.05970110033290174,220084224.80598786,0
2024-11-08,kava,Kava,0,0,0,0,-1.3329249673665222,0.05240908293463334,218590296.0658594,1
2024-11-10,kava,Kava,0,0,0,0,11.555523704867054,0.052999925919028745,236469352.9625676,1
2024-11-12,kava,Kava,0,0,0,0,30.617254114720673,0.06443962235013823,284855544.0499122,1
2024-11-13,kava,Kava,0,0,1,1,6.903635538723418,0.05607161661154195,297220719.2247262,1
2024-11-14,kava,Kava,0,0,1,1,-14.562796920867227,0.06132766443840851,272258035.18188035,1
2024-11-15,kava,Kava,0,0,1,0,-4.354817288840307,0.06510649006122687,260655345.387121,1
2024-11-16,kava,Kava,0,0,0,0,12.654571374330658,0.05839013592189342,281495346.112414,1
2024-11-18,kava,Kava,0,0,1,1,30.322378764717417,0.06693295015966418,337485502.12019384,1
2024-11-19,kava,Kava,0,0,1,0,15.446294631284772,0.06754252597498497,366578186.41529846,1
2024-11-20,kava,Kava,0,0,1,0,-5.460043582355068,0.06158529215949851,353283842.44901586,1
2024-11-21,kava,Kava,0,0,0,0,-10.882238674255529,0.06652453854701658,329091685.8235527,1
2024-11-22,kava,Kava,0,0,1,0,14.02080084156423,0.06008104829422705,355112639.6530757,1
2024-11-23,kava,Kava,0,0,0,0,5.915335999583804,0.05608257765814107,368353044.77379763,1
2024-11-24,kava,Kava,0,0,1,0,17.09531452910116,0.05690892908265149,403275792.407493,1
2024-11-25,kava,Kava,0,0,1,0,9.74930434009944,0.04425945102975737,427094491.0490513,1
2024-11-26,kava,Kava,0,0,1,0,-8.824540900584443,0.044863205701678344,407291165.39658546,1
2024-11-27,kava,Kava,0,0,1,0,6.492221305802126,0.04203056531911234,427510955.9038656,1
2024-11-28,kava,Kava,0,0,0,0,14.861814832169262,0.030621976757109554,454661357.7677046,1
2024-11-29,kava,Kava,0,0,0,0,-2.542911177262075,0.03314014589236552,449687407.3598465,1
2024-11-30,kava,Kava,0,0,0,0,23.938104074946985,0.0415280856504539,506781881.2089348,1
