date,price,market_cap,volume,token,name,tvl_usd,volume_to_marketcap,price_change_%,market_cap_trend,tvl_trend
2024-12-09,0.0429042186246948,527915521.5608853,151306160.0840231,one,Harmony,4665581,0.2866105539701823,-5.867958084426483,-6.442975838230414,-4.650182296775885
2024-12-10,0.0343911847038882,422877383.613428,160309741.90130922,one,Harmony,3961676,0.3790927302176459,-19.841950730473517,-19.89677015687881,-15.087188498067016
2024-12-11,0.0340060902284918,418459430.766754,119276019.25651336,one,Harmony,3725518,0.2850360405020884,-1.1197476292603703,-1.044736138150315,-5.961062944067108
2024-12-12,0.0356776576982275,439132910.98101145,91077320.6693155,one,Harmony,3904564,0.2074026300280048,4.915494426157818,4.940378611225693,4.805935711490328
2024-12-13,0.0357000307025746,439072759.5028654,104814320.5838622,one,Harmony,4088858,0.2387174296636778,0.0627087252652147,-0.0136977841200036,4.719963611814282
2024-12-14,0.0346417560343194,426210320.20992064,62518255.948923066,one,Harmony,3965363,0.1466840500674198,-2.9643522636490727,-2.929455087923938,-3.0202809684268805
2024-12-15,0.0324667289823642,399115351.04838926,41541761.25461114,one,Harmony,3849964,0.1040845989649107,-6.27862816711835,-6.357182798433025,-2.910174932282361
2024-12-16,0.0343386488488748,423132689.19417405,49541594.97679875,one,Harmony,3876048,0.1170828826086379,5.765655873517095,6.017643291017616,0.6775128286913956
2024-12-17,0.0329120682198873,405033726.15423125,54923313.71439645,one,Harmony,3868640,0.1356018281141418,-4.154446015817037,-4.277372914489542,-0.1911225041588804
2024-12-18,0.0315471032123325,388021962.2162376,42338468.92338228,one,Harmony,3895931,0.1091135890390344,-4.147308514419024,-4.200085780391493,0.7054417056123086
2024-12-19,0.0278280445200798,342583305.78870976,42208906.7424796,one,Harmony,3515022,0.1232077162817507,-11.788907105736568,-11.71033107713776,-9.77709820836149
2024-12-20,0.0253168087852429,311962527.8990965,54371281.73732942,one,Harmony,3124310,0.1742878611206653,-9.024118575866469,-8.938199080984644,-11.115492307018284
2024-12-21,0.026849164874726,330390414.6154134,55542836.81183804,one,Harmony,3296270,0.1681127367950185,6.052722136039335,5.907083405311231,5.503935268907378
2024-12-22,0.0251609820908678,308369894.9170587,42422742.06565257,one,Harmony,2729236,0.1375709586600951,-6.287654724960867,-6.664999565434549,-17.202292287949717
2024-12-23,0.0254842478871006,314302150.7784147,29593353.808634337,one,Harmony,3126402,0.094155747058498,1.2847900573412785,1.9237467596996185,14.55227763374072
2024-12-24,0.0304939553417477,375344972.2952976,53803628.14591247,one,Harmony,3559037,0.1433444753952457,19.65805495551931,19.421700222445672,13.838111669580556
2024-12-25,0.0324648492240744,399274778.40060353,60588274.24021262,one,Harmony,3095828,0.1517458089461957,6.46322807336337,6.375416715713844,-13.015009397204912
2024-12-26,0.0321687966586648,395519376.6870789,31749632.209205125,one,Harmony,3712737,0.080273266192782,-0.9119172658595076,-0.9405557066659354,19.92710835356486
2024-12-27,0.0295647681536982,364059042.4234128,32947435.2046086,one,Harmony,2942140,0.0905002523362395,-8.09488938177375,-7.954182808231025,-20.75549655146593
2024-12-28,0.0284079597736577,349535013.3299078,31250995.92050663,one,Harmony,3386045,0.0894073404057248,-3.912793680730364,-3.9894707728789336,15.087827227800176
2024-12-29,0.0299397513103532,368691166.3843577,20609555.62289237,one,Harmony,2848565,0.0558992389891084,5.392120901677355,5.480467570889513,-15.873386207212247
2024-12-30,0.0281750862784019,346779424.29733384,16384727.804880548,one,Harmony,2738005,0.0472482698132402,-5.894053740323102,-5.943115562519619,-3.881252490288967
2024-12-31,0.0274468418848855,337565748.49664223,24099576.942675903,one,Harmony,3071022,0.0713922459550591,-2.584710429350645,-2.656926897944112,12.162760842292109
2024-10-01,0.5993456187848386,173914565.71482372,10937673.631041052,kda,Kadena,527192,0.0628910729017148,-4.704665212934467,-4.725327160446624,-3.048893743873804
2024-10-02,0.5632068058842024,164684442.43867078,20639711.8803926,kda,Kadena,488744,0.1253288505869576,-6.029711700221818,-5.307274429956621,-7.292978649144899
2024-10-03,0.5442142857687687,159079210.8569706,9002423.601435708,kda,Kadena,469539,0.0565908238602582,-3.3722106901063587,-3.403619369684896,-3.929460003601071
2024-10-04,0.5248496433344696,153727298.80113274,13284446.655616255,kda,Kadena,441193,0.0864156643564101,-3.558275286166779,-3.364306389883853,-6.036985213155887
2024-10-05,0.5373779473959142,157121049.88946873,7357221.098674693,kda,Kadena,452804,0.0468251778094045,2.387027260197772,2.2076437397929416,2.631728064588512
2024-10-06,0.5290500032801365,154634425.88455865,7638819.330914972,kda,Kadena,447012,0.0493992155189148,-1.5497368576686377,-1.5826167191852147,-1.2791406436338917
2024-10-07,0.5391973707256364,157785233.1585279,7328787.666267655,kda,Kadena,453821,0.0464478678996809,1.9180356077092453,2.037584616714949,1.5232253272842833
2024-10-08,0.5324223338808538,155841059.81749234,10988749.91204461,kda,Kadena,454822,0.0705125460832574,-1.2565040581828169,-1.2321643173555108,0.2205715469314917
2024-10-09,0.5241956973711244,153528532.21028236,7436498.429807894,kda,Kadena,442476,0.0484372404448079,-1.5451336253618495,-1.4839013607313878,-2.7144685173540406
2024-10-10,0.5029502465378286,147214255.35421506,7521333.061394256,kda,Kadena,424428,0.0510910648109249,-4.052961697290359,-4.112770939162546,-4.078865294388844
2024-10-11,0.5036143237059948,147079648.78754675,6885931.035571327,kda,Kadena,422743,0.0468177011050515,0.1320363540404878,-0.0914358234835543,-0.397004910137877
2024-10-12,0.5304964409398901,154863706.51874903,7032240.820640724,kda,Kadena,450646,0.0454092245285976,5.337838097231895,5.292409789777364,6.600464111765314
2024-10-13,0.5621691513551031,164539508.10587135,17867782.34185715,kda,Kadena,467115,0.108592656849079,5.970390745524679,6.247946536105209,3.654531494787472
2024-10-14,0.556511194254021,163594601.65938672,9209330.541051129,kda,Kadena,471248,0.056293609004443,-1.0064510098862112,-0.5742732899606251,0.8847928240369063
2024-10-15,0.5975649859843851,175145084.00801387,21957305.449504565,kda,Kadena,502011,0.1253663816707518,7.376992979520391,7.060430008977869,6.527985264658942
2024-10-16,0.5971374506405115,174999572.55667573,13899064.751004914,kda,Kadena,502026,0.0794234211429489,-0.071546250851584,-0.0830805227347908,0.0029879823350453
2024-10-17,0.581441141186717,170365975.99734682,8476970.628512645,kda,Kadena,493310,0.0497574153459177,-2.628592367964544,-2.6477759297544923,-1.7361650591802058
2024-10-18,0.5676652718509001,166410567.23665166,8870708.05179003,kda,Kadena,478587,0.0533061583713914,-2.369262915881809,-2.32171285231082,-2.984533052238958
2024-10-19,0.5973623166486558,175145024.2622459,7483250.51653918,kda,Kadena,500445,0.0427260240367117,5.231435895475345,5.248739410384329,4.567194679337305
2024-10-20,0.590403928494179,173136964.0911964,4005432.76170795,kda,Kadena,496364,0.0231344749674492,-1.164852211219991,-1.146512828159374,-0.8154742279371407
2024-10-21,0.6055787660360542,177624240.6398646,10198532.371687302,kda,Kadena,515797,0.0574163319992171,2.570246708990997,2.591749585203895,3.91507039188983
2024-10-22,0.598931641199016,175703545.42469287,10608146.045807982,kda,Kadena,637378,0.0603752532151075,-1.0976482680442046,-1.0813249409273862,23.57148257938686
2024-10-23,0.5736416410788547,168320777.18153688,9717632.091816297,kda,Kadena,616172,0.0577328138244969,-4.222518628258243,-4.201832254045357,-3.3270680820486453
2024-10-24,0.5597985321676301,164144996.27170888,8648217.339388525,kda,Kadena,598932,0.052686451221901,-2.413198052566368,-2.48084697548916,-2.797920061281589
2024-10-25,0.569432131878644,166860406.28196368,8185782.387779666,kda,Kadena,614527,0.0490576678445046,1.720904782245691,1.6542752273483785,2.603801433217789
2024-10-26,0.5235187149721542,153231329.3054139,11699386.585733326,kda,Kadena,591928,0.0763511394097131,-8.063018283674028,-8.167951451298228,-3.6774625036816944
2024-10-27,0.5316305825409523,155996390.42340165,8587873.45656172,kda,Kadena,571242,0.0550517446798142,1.5494895095067518,1.804501162080596,-3.4946817856225776
2024-10-28,0.539657931664993,158502848.58083665,8015683.454126595,kda,Kadena,587582,0.0505712264851731,1.5099487101877471,1.606741124350397,2.8604339316786964
2024-10-29,0.5422184778038629,159109387.70102707,9492715.151741264,kda,Kadena,711752,0.0596615654732985,0.4744757722674242,0.382667646431023,21.13236960968852
2024-10-30,0.5640212316607225,165456544.1871012,9656584.793027451,kda,Kadena,733851,0.0583632689808123,4.021027454683379,3.989177871767491,3.104873607661096
2024-10-31,0.5626380998468322,165360184.86173075,7328062.210029062,kda,Kadena,728896,0.0443157596621978,-0.2452269056995804,-0.0582384491612852,-0.6752051847037088
2024-11-01,0.532309780821353,156543077.64917383,7066111.211392751,kda,Kadena,689130,0.0451384457077591,-5.390377763918853,-5.332061777706365,-5.455647993678115
2024-11-02,0.5128465279912636,151683048.18770814,9034737.468024308,kda,Kadena,675378,0.0595632641614888,-3.6563770817920505,-3.1045955748726373,-1.9955596186496003
2024-11-03,0.50706918453283,150004989.2996872,4489322.951297385,kda,Kadena,664529,0.0299278242160892,-1.1265248262599226,-1.106292962905342,-1.6063596978284744
2024-11-04,0.4936327830882849,146146131.3780094,11570959.388423922,kda,Kadena,643760,0.0791739013501181,-2.64981620938457,-2.572486381748529,-3.125371503726704
2024-11-05,0.4699694972638625,139134182.75656012,11149153.33478166,kda,Kadena,615157,0.0801323809425687,-4.793702248942855,-4.7979023155342855,-4.443115446750346
2024-11-06,0.4927338114108953,146518429.91691095,10373665.80854321,kda,Kadena,647404,0.0708010986360282,4.84378545406996,5.307284675880752,5.242076413013264
2024-11-07,0.5490994009210441,162778485.0092981,13466572.438036682,kda,Kadena,725473,0.0827294371075357,11.439358981424784,11.097617618212286,12.058776281888894
2024-11-08,0.5442013898936088,161266510.45034608,11228542.745212236,kda,Kadena,710022,0.069627244453023,-0.892008080726292,-0.9288540551692924,-2.1297829140436653
2024-11-09,0.54476982223629,161463664.87368506,20270065.794920903,kda,Kadena,712601,0.1255394878518236,0.1044525709117172,0.1222537914340682,0.3632281816619676
2024-11-10,0.5799520983085812,173663371.35440788,13544985.58855938,kda,Kadena,756562,0.0779956388207914,6.458191081118869,7.555697741821232,6.16909041665672
2024-11-11,0.6081495675593191,180181228.55344135,24616636.13330113,kda,Kadena,794101,0.1366215356112964,4.862034180577202,3.7531559753795296,4.961787665782835
2024-11-12,0.637476133979837,188920754.9960114,25918101.23352288,kda,Kadena,813959,0.1371903327089185,4.822262151433221,4.850408953659624,2.5006894588975426
2024-11-13,0.6267333400485341,185774573.71444985,35795908.58238183,kda,Kadena,819090,0.192684649285768,-1.685207235011987,-1.6653444358868952,0.6303757314557679
2024-11-14,0.6181768202584514,183429032.04939413,29562226.29419568,kda,Kadena,800839,0.1611643803813733,-1.3652568394430742,-1.2625741069716925,-2.228204470815176
2024-11-15,0.5890102032718737,174113014.84393823,28295163.467725087,kda,Kadena,771046,0.1625103298170256,-4.718167364215242,-5.078812825522228,-3.720223415692792
2024-11-16,0.6503856526127219,193047183.0437332,40842074.1000645,kda,Kadena,848802,0.2115652425283619,10.420099516089133,10.874642666297008,10.084482637871162
2024-11-17,0.6659464756539031,197332707.2987764,34590985.6467279,kda,Kadena,851755,0.1752927131048507,2.3925532457043763,2.219936176987569,0.3479021020214468
2024-11-18,0.6376778225802185,189364062.95964947,43483441.57461224,kda,Kadena,837891,0.2296287948990505,-4.244883651636888,-4.038177172049751,-1.6276981056759232
2024-11-19,0.72439598844094,214944227.53181085,46757058.92093764,kda,Kadena,944712,0.2175311217139701,13.599056261645748,13.508457820538045,12.748794294245911
2024-11-20,0.6953324492399116,206536394.0803279,33601018.35264921,kda,Kadena,901978,0.1626881233318173,-4.012106591531461,-3.911634914800688,-4.523494991066057
2024-11-21,0.6597583442933543,196082867.0208809,21246711.319328684,kda,Kadena,869017,0.1083557765251673,-5.1161289805249694,-5.061348681908973,-3.65430198962724
2024-11-22,0.695175851385029,206355108.22307464,25292137.18265028,kda,Kadena,1063616,0.1225660823249836,5.3682545128867165,5.238724503706815,22.393002668532368
2024-11-23,0.7346386859744325,217893135.07194555,34487580.98879205,kda,Kadena,1116458,0.1582775013880299,5.676669365136888,5.591345398824843,4.9681463987002905
2024-11-24,0.8267680282855921,245357679.5470622,49777805.718695626,kda,Kadena,1276618,0.2028785314997557,12.540769233920535,12.604593745483616,14.345367223845408
2024-11-25,0.8716505237181253,259503446.08309853,44284666.09912512,kda,Kadena,1282655,0.1706515530623983,5.428668489467681,5.76536530755829,0.4728900892827736
2024-11-26,0.9302225553250858,276600705.0071764,128219944.21533316,kda,Kadena,1366803,0.4635561005240622,6.719669180844945,6.588451591738376,6.560454681890304
2024-11-27,0.9469501591370628,281510735.4233942,97554195.78203423,kda,Kadena,1373925,0.3465381014166724,1.798236746273174,1.7751330084608383,0.5210699713126266
2024-11-28,1.2046688512468702,358447871.58719003,77298631.77462521,kda,Kadena,1743994,0.2156481817909828,27.21565539887141,27.33008957831815,26.93516749458669
2024-11-29,1.153128394026879,342815578.1562769,110768484.44642524,kda,Kadena,1636528,0.3231139175242788,-4.278392121340657,-4.361106501119427,-6.162062484159925
2024-11-30,1.2305353647981143,365615356.5547426,67949835.76542507,kda,Kadena,1750810,0.1858506065109743,6.712779875354524,6.650741638138791,6.983198576498539
2024-12-01,1.184684711866261,352499779.7868676,47504838.64686696,kda,Kadena,1671356,0.1347655838979243,-3.7260735646858953,-3.587260910336332,-4.538128066437819
2024-12-02,1.1738117514911095,349481325.1989679,38097202.292738415,kda,Kadena,1673801,0.109010695409973,-0.9177935923578184,-0.8562997088181867,0.1462884029494571
2024-12-03,1.1704561649528409,348627026.1946344,59102614.74049809,kda,Kadena,1652326,0.1695296414211495,-0.2858709272595017,-0.2444476836772624,-1.2830079561429342
2024-12-04,1.689487977185588,502800491.7977936,263608279.89341044,kda,Kadena,2301575,0.5242800756834248,44.34440415405556,44.223038955415326,39.29303297291214
2024-12-05,1.6238940487968294,483264391.5096465,139171215.947548,kda,Kadena,2219634,0.287981523970342,-3.882473818963028,-3.885457672941928,-3.5602142011448734
2024-12-06,1.709764893187497,509720369.06033325,84676054.61556919,kda,Kadena,2371372,0.1661225639690818,5.287958561969641,5.474431391073997,6.836172089632786
2024-12-07,1.773063545574438,528754715.7638378,86404418.37285982,kda,Kadena,2383382,0.1634111541644412,3.7021845891884064,3.734272330257138,0.5064578648984686
2024-12-08,1.8531507836804744,552642862.711243,72443580.5360503,kda,Kadena,2470978,0.1310857072877863,4.516884818140543,4.517812557547862,3.6752815956485385
2024-12-09,1.7674757749199903,526955364.8978244,43919272.80356171,kda,Kadena,2361792,0.0833453376304036,-4.623207648021377,-4.648118983641059,-4.418736225089825
2024-12-10,1.4569533821509308,435562409.9612544,135078192.9478988,kda,Kadena,1982472,0.3101236237532865,-17.568693001357616,-17.343585628792468,-16.060686123079428
2024-12-11,1.3380864315868168,398971153.6738371,90110840.56923482,kda,Kadena,1849686,0.2258580344455211,-8.15859670050858,-8.400921532845828,-6.698001283246368
2024-12-12,1.4829139373749818,441887769.8306396,65613536.61652762,kda,Kadena,2016885,0.1484846178061797,10.823479139267269,10.756821830755015,9.03931802478908
2024-12-13,1.3689693381819386,408181251.7689268,61862364.77077829,kda,Kadena,1872112,0.151556115090261,-7.683830890061305,-7.627845883725491,-7.1780493186274885
2024-12-14,1.402427341093626,418379711.8444473,40683211.47608528,kda,Kadena,1908577,0.0972399242227386,2.444028655610464,2.498512616962101,1.947800131616062
2024-12-15,1.289681151612761,385119428.62785584,28766031.028902408,kda,Kadena,1772022,0.074693793380908,-8.039360484297497,-7.949783958204359,-7.154806958273097
2024-12-16,1.4291053165621033,426412841.42794526,38211220.02539749,kda,Kadena,1930720,0.0896108566933352,10.810746886933307,10.72223568341226,8.955757885624438
2024-12-17,1.3094398782433754,390909858.2977537,41768462.26059567,kda,Kadena,1758721,0.106849344865539,-8.373451342732285,-8.325964811777563,-8.90854189110798
2024-12-18,1.2358240827353475,368613467.6122719,30095670.97868312,kda,Kadena,1957653,0.0816456088097666,-5.621930165040034,-5.70371665288082,11.31117442732532
2024-12-19,1.1039670980035197,328843844.8153382,31997094.25257345,kda,Kadena,1941836,0.0973017885450809,-10.669559411722927,-10.78897715119992,-0.8079572835431037
2024-12-20,0.9993143841034056,299387370.5479965,35782624.50213739,kda,Kadena,1757145,0.119519485530205,-9.479695009876144,-8.957587235328345,-9.511153362075886
2024-12-21,1.0277614950839575,306845771.2203989,39992939.44306697,kda,Kadena,1834184,0.1303356382719745,2.8466628153336337,2.491220875065836,4.384327986591896
2024-12-22,0.9747420234124706,291130653.91887087,18920963.987185203,kda,Kadena,1735661,0.0649913148357709,-5.158733025618534,-5.121503626732505,-5.37148944707837
